ID	Case.Number	Date	Block	IUCR	Primary.Type	Description	Location.Description	Arrest	Domestic	Beat	District	Ward	Community.Area	FBI.Code	X.Coordinate	Y.Coordinate	Year	Updated.On	Latitude	Longitude	Location
10439747	HZ178727	2016-03-07	026XX W THOMAS ST	0820	THEFT	$500 AND UNDER	APARTMENT	false	false	1211	12	1	24	06	1158502	1907215	2016	04/22/2016 03:50:05 PM	41.901138962	-87.693250896	(41.901138962, -87.693250896)
10458343	HZ197562	2016-03-22	063XX S DR MARTIN LUTHER KING JR DR	1710	OFFENSE INVOLVING CHILDREN	ENDANGERING LIFE/HEALTH CHILD	APARTMENT	true	false	312	3	20	69	20	1180014	1862874	2016	04/22/2016 03:50:05 PM	41.778996578	-87.615597205	(41.778996578, -87.615597205)
10438471	HZ176857	2016-03-06	019XX S THROOP ST	051A	ASSAULT	AGGRAVATED: HANDGUN	STREET	true	false	1235	12	25	31	04A	1168009	1890791	2016	04/24/2016 03:46:16 PM	41.855870302	-87.658805093	(41.855870302, -87.658805093)
10456556	HZ196010	2016-03-21	024XX W 70TH ST	0496	BATTERY	AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST	APARTMENT	true	true	832	8	17	66	04B	1161405	1858174	2016	04/24/2016 03:46:16 PM	41.766505081	-87.683949664	(41.766505081, -87.683949664)
10449033	HZ187689	2016-03-15	071XX S NORMAL BLVD	0430	BATTERY	AGGRAVATED: OTHER DANG WEAPON	SIDEWALK	true	false	732	7	6	68	04B	1174198	1857513	2016	04/25/2016 03:49:09 PM	41.76441661	-87.637078169	(41.76441661, -87.637078169)
10491930	HZ232809	2016-03-26	092XX S COMMERCIAL AVE	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	BANK	false	false	423	4	10	46	11	1197746	1844398	2016	04/25/2016 03:49:09 PM	41.727872617	-87.551207132	(41.727872617, -87.551207132)
10494263	HZ235014	2016-03-26	083XX S STEWART AVE	1154	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT $300 AND UNDER	DEPARTMENT STORE	false	false	622	6	21	44	11	1175078	1849610	2016	04/25/2016 03:49:09 PM	41.742710224	-87.634088181	(41.742710224, -87.634088181)
10435997	HZ173742	2016-03-04	021XX W WARREN BLVD	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	VACANT LOT/LAND	true	false	1223	12	2	28	18	1162064	1900331	2016	03/11/2016 03:51:59 PM	41.88217503	-87.680359785	(41.88217503, -87.680359785)
10436008	HZ173746	2016-03-04	020XX W NORWOOD ST	502P	OTHER OFFENSE	FALSE/STOLEN/ALTERED TRP	STREET	false	false	2413	24	40	2	26	1161704	1940305	2016	03/11/2016 03:51:59 PM	41.991873608	-87.680564028	(41.991873608, -87.680564028)
10436010	HZ173747	2016-03-04	053XX N NORTHWEST HWY	0460	BATTERY	SIMPLE	STREET	false	true	1622	16	45	11	08B	1136789	1934844	2016	03/11/2016 03:51:59 PM	41.977372721	-87.772341502	(41.977372721, -87.772341502)
10436014	HZ173762	2016-03-04	025XX E 76TH ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	true	true	421	4	7	43	08B	1194324	1855058	2016	03/11/2016 03:51:59 PM	41.757209187	-87.563392885	(41.757209187, -87.563392885)
10436024	HZ173782	2016-03-04	034XX W 16TH ST	1506	PROSTITUTION	SOLICIT ON PUBLIC WAY	CTA BUS STOP	true	false	1021	10	24	29	16	1153880	1891832	2016	03/11/2016 03:51:59 PM	41.859019798	-87.710637937	(41.859019798, -87.710637937)
10436028	HZ173760	2016-03-04	071XX S CARPENTER ST	0610	BURGLARY	FORCIBLE ENTRY	RESIDENCE	false	false	733	7	17	68	05	1170547	1857537	2016	03/11/2016 03:51:59 PM	41.764562786	-87.650459301	(41.764562786, -87.650459301)
10436029	HZ173752	2016-03-04	013XX W 73RD ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	734	7	17	67	08B	1168592	1856356	2016	03/11/2016 03:51:59 PM	41.761364334	-87.657658897	(41.761364334, -87.657658897)
10436032	HZ173773	2016-03-04	074XX S UNION AVE	1365	CRIMINAL TRESPASS	TO RESIDENCE	APARTMENT	true	true	732	7	17	68	26	1172919	1855568	2016	03/11/2016 03:51:59 PM	41.759107606	-87.641823327	(41.759107606, -87.641823327)
10436036	HZ173764	2016-03-04	006XX E 45TH ST	0560	ASSAULT	SIMPLE	RESIDENCE	false	false	221	2	3	38	08A	1181279	1875317	2016	03/11/2016 03:51:59 PM	41.813112192	-87.610576113	(41.813112192, -87.610576113)
10436037	HZ173784	2016-03-04	0000X W DIVISION ST	0820	THEFT	$500 AND UNDER	SIDEWALK	true	true	1824	18	42	8	06	1175961	1908371	2016	03/11/2016 03:51:59 PM	41.903935719	-87.6290881	(41.903935719, -87.6290881)
10436039	HZ173761	2016-03-04	075XX S YATES BLVD	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	true	421	4	7	43	14	1193514	1855348	2016	03/11/2016 03:51:59 PM	41.758024825	-87.566351877	(41.758024825, -87.566351877)
10436040	HZ173792	2016-03-04	022XX S KOSTNER AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	1013	10	22	29	14	1147408	1888720	2016	03/11/2016 03:51:59 PM	41.85060642	-87.734474419	(41.85060642, -87.734474419)
10436041	HZ173786	2016-03-04	005XX W 95TH ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	2223	22	21	73	08B	1174451	1841894	2016	03/11/2016 03:51:59 PM	41.721550449	-87.636614363	(41.721550449, -87.636614363)
10436044	HZ173753	2016-03-04	039XX W COLUMBUS AVE	0460	BATTERY	SIMPLE	BOWLING ALLEY	false	false	834	8	18	70	08B	1151845	1847468	2016	03/11/2016 03:51:59 PM	41.737318723	-87.71927111	(41.737318723, -87.71927111)
10436046	HZ173805	2016-03-04	048XX S KOSTNER AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	false	false	815	8	23	57	14	1147846	1872076	2016	03/11/2016 03:51:59 PM	41.804924561	-87.733293517	(41.804924561, -87.733293517)
10436049	HZ173769	2016-03-04	019XX N MILWAUKEE AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	false	1434	14	1	22	08B	1160226	1912791	2016	03/11/2016 03:51:59 PM	41.916404464	-87.686764103	(41.916404464, -87.686764103)
10436053	HZ173789	2016-03-04	051XX W BELDEN AVE	4625	OTHER OFFENSE	PAROLE VIOLATION	SIDEWALK	true	false	2522	25	31	19	26	1141525	1914801	2016	03/11/2016 03:51:59 PM	41.922286446	-87.755421787	(41.922286446, -87.755421787)
10436054	HZ173774	2016-03-04	018XX S KOMENSKY AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	1012	10	24	29	08B	1149679	1890646	2016	03/11/2016 03:51:59 PM	41.855847841	-87.726089347	(41.855847841, -87.726089347)
10436056	HZ173799	2016-03-04	024XX N MILWAUKEE AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	SMALL RETAIL STORE	true	false	1414	14	35	22	14	1156416	1915876	2016	03/11/2016 03:51:59 PM	41.924947914	-87.700678316	(41.924947914, -87.700678316)
10436057	HZ173814	2016-03-04	015XX W 83RD ST	0420	BATTERY	AGGRAVATED:KNIFE/CUTTING INSTR	APARTMENT	false	false	614	6	21	71	04B	1167366	1849686	2016	03/11/2016 03:51:59 PM	41.743087268	-87.662342946	(41.743087268, -87.662342946)
10436059	HZ173810	2016-03-04	095XX S LOOMIS ST	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	false	true	2213	22	21	73	14	1168705	1841429	2016	03/11/2016 03:51:59 PM	41.720400102	-87.657674281	(41.720400102, -87.657674281)
10436065	HZ173813	2016-03-04	009XX W BELMONT AVE	0810	THEFT	OVER $500	BAR OR TAVERN	false	false	1924	19	44	6	06	1169247	1921430	2016	03/11/2016 03:51:59 PM	41.939918899	-87.653369734	(41.939918899, -87.653369734)
10436067	HZ173816	2016-03-04	013XX W LOYOLA AVE	033A	ROBBERY	ATTEMPT: ARMED-HANDGUN	STREET	false	false	2432	24	40	1	03	1166084	1943804	2016	03/11/2016 03:51:59 PM	42.001382198	-87.664352579	(42.001382198, -87.664352579)
10436069	HZ173797	2016-03-04	011XX W SCHOOL ST	031A	ROBBERY	ARMED: HANDGUN	SCHOOL, PUBLIC, GROUNDS	false	false	1924	19	44	6	03	1167919	1922061	2016	03/11/2016 03:51:59 PM	41.941679193	-87.658232257	(41.941679193, -87.658232257)
10436070	HZ173821	2016-03-04	034XX W GRENSHAW ST	041A	BATTERY	AGGRAVATED: HANDGUN	STREET	false	false	1133	11	24	29	04B	1153561	1894844	2016	03/11/2016 03:51:59 PM	41.867291406	-87.711728838	(41.867291406, -87.711728838)
10436071	HZ173756	2016-03-04	004XX W ERIE ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1831	18	42	8	08B	1173134	1904699	2016	03/11/2016 03:51:59 PM	41.893922764	-87.63958134	(41.893922764, -87.63958134)
10436073	HZ173780	2016-03-04	009XX W WEBSTER AVE	0810	THEFT	OVER $500	BAR OR TAVERN	false	false	1812	18	43	7	06	1169466	1914811	2016	03/11/2016 03:51:59 PM	41.921751279	-87.652757947	(41.921751279, -87.652757947)
10436074	HZ173754	2016-03-04	001XX N LAPORTE AVE	0320	ROBBERY	STRONGARM - NO WEAPON	APARTMENT	false	true	1532	15	28	25	03	1143353	1900656	2016	03/11/2016 03:51:59 PM	41.883436982	-87.749059068	(41.883436982, -87.749059068)
10436076	HZ173809	2016-03-04	088XX S BISHOP ST	1350	CRIMINAL TRESPASS	TO STATE SUP LAND	RESIDENCE PORCH/HALLWAY	true	false	2222	22	21	71	26	1168211	1846160	2016	03/11/2016 03:51:59 PM	41.733393296	-87.659348005	(41.733393296, -87.659348005)
10436078	HZ173833	2016-03-04	076XX S UNION AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	true	621	6	17	71	14	1172955	1854313	2016	03/11/2016 03:51:59 PM	41.755662935	-87.641728366	(41.755662935, -87.641728366)
10436081	HZ173807	2016-03-04	059XX S WABASH AVE	031A	ROBBERY	ARMED: HANDGUN	SIDEWALK	false	false	232	2	20	40	03	1177732	1865631	2016	03/11/2016 03:51:59 PM	41.786614029	-87.623879762	(41.786614029, -87.623879762)
10436089	HZ173849	2016-03-04	065XX S PEORIA ST	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	723	7	17	68	14	1171432	1861458	2016	03/11/2016 03:51:59 PM	41.77530316	-87.647100879	(41.77530316, -87.647100879)
10436102	HZ173830	2016-03-04	017XX E 67TH ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	332	3	5	43	08B	1189157	1860906	2016	03/11/2016 03:51:59 PM	41.773381931	-87.582141655	(41.773381931, -87.582141655)
10436103	HZ173829	2016-03-04	021XX W 76TH PL	031A	ROBBERY	ARMED: HANDGUN	RESIDENCE	false	false	611	6	18	71	03	1163312	1853955	2016	03/11/2016 03:51:59 PM	41.754887822	-87.677077733	(41.754887822, -87.677077733)
10436104	HZ173843	2016-03-04	012XX W ERIE ST	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	RESIDENCE	false	false	1215	12	27	24	11	1168013	1904498	2016	03/11/2016 03:51:59 PM	41.89348329	-87.658394789	(41.89348329, -87.658394789)
10436107	HZ173840	2016-03-04	081XX S WABASH AVE	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	false	false	631	6	6	44	07	1178124	1851091	2016	03/11/2016 03:51:59 PM	41.746705803	-87.622882835	(41.746705803, -87.622882835)
10436144	HZ173858	2016-03-04	013XX S SPAULDING AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1022	10	24	29	08B	1154578	1893563	2016	03/11/2016 03:51:59 PM	41.863755934	-87.708029516	(41.863755934, -87.708029516)
10436153	HZ173879	2016-03-04	021XX W CORTEZ ST	0820	THEFT	$500 AND UNDER	STREET	false	false	1212	12	32	24	06	1161871	1906969	2016	03/11/2016 03:51:59 PM	41.900394275	-87.680883138	(41.900394275, -87.680883138)
10436084	HZ173804	2016-03-04	069XX S BELL AVE	1460	WEAPONS VIOLATION	POSS FIREARM/AMMO:NO FOID CARD	STREET	true	false	832	8	17	66	15	1162594	1858699	2016	03/30/2016 03:48:04 PM	41.767921039	-87.679576883	(41.767921039, -87.679576883)
10436077	HZ173839	2016-03-04	039XX W LAWRENCE AVE	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	true	false	1712	17	39	14	07	1149058	1931603	2016	03/31/2016 03:49:38 PM	41.968249849	-87.727306531	(41.968249849, -87.727306531)
10436101	HZ173852	2016-03-04	015XX S LAWNDALE AVE	0810	THEFT	OVER $500	RESIDENCE	true	false	1014	10	24	29	06	1151959	1892258	2016	04/08/2016 03:49:50 PM	41.860226807	-87.717678135	(41.860226807, -87.717678135)
10436154	HZ173872	2016-03-04	079XX S KENWOOD AVE	0820	THEFT	$500 AND UNDER	STREET	false	false	411	4	8	45	06	1186588	1852635	2016	03/11/2016 03:51:59 PM	41.750746736	-87.591820235	(41.750746736, -87.591820235)
10436189	HZ173911	2016-03-04	006XX E 80TH ST	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	false	false	631	6	6	44	14	1181729	1852095	2016	03/11/2016 03:51:59 PM	41.749378451	-87.609642391	(41.749378451, -87.609642391)
10436194	HZ173869	2016-03-04	002XX N LEAMINGTON AVE	0820	THEFT	$500 AND UNDER	STREET	false	false	1532	15	28	25	06	1141994	1901335	2016	03/11/2016 03:51:59 PM	41.885325523	-87.754032647	(41.885325523, -87.754032647)
10436203	HZ173893	2016-03-04	007XX W 31ST ST	1330	CRIMINAL TRESPASS	TO LAND	DRUG STORE	true	false	915	9	11	60	26	1171697	1884328	2016	03/11/2016 03:51:59 PM	41.83805499	-87.645458414	(41.83805499, -87.645458414)
10436205	HZ173926	2016-03-04	076XX S CORNELL AVE	0810	THEFT	OVER $500	PARKING LOT/GARAGE(NON.RESID.)	false	false	411	4	8	43	06	1188559	1854751	2016	03/11/2016 03:51:59 PM	41.756506394	-87.584530167	(41.756506394, -87.584530167)
10436233	HZ173865	2016-03-04	088XX S PRINCETON AVE	0460	BATTERY	SIMPLE	RESIDENCE	true	false	634	6	21	49	08B	1175708	1846291	2016	03/11/2016 03:51:59 PM	41.733588393	-87.631878977	(41.733588393, -87.631878977)
10436236	HZ173923	2016-03-04	064XX S DR MARTIN LUTHER KING JR DR	1365	CRIMINAL TRESPASS	TO RESIDENCE	RESIDENCE	false	true	312	3	20	69	26	1180026	1862472	2016	03/11/2016 03:51:59 PM	41.777893176	-87.615565514	(41.777893176, -87.615565514)
10436259	HZ173878	2016-03-04	071XX W DICKENS AVE	0560	ASSAULT	SIMPLE	APARTMENT	false	false	2512	25	36	25	08A	1127942	1913162	2016	03/11/2016 03:51:59 PM	41.918029164	-87.805367847	(41.918029164, -87.805367847)
10436263	HZ173835	2016-03-04	134XX S AVENUE K	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	false	true	433	4	10	55	08B	1202421	1816568	2016	03/11/2016 03:51:59 PM	41.651386753	-87.535026968	(41.651386753, -87.535026968)
10436281	HZ173860	2016-03-04	010XX N DEARBORN ST	0860	THEFT	RETAIL THEFT	SMALL RETAIL STORE	false	false	1824	18	42	8	06	1175747	1907348	2016	03/11/2016 03:51:59 PM	41.901133376	-87.629904979	(41.901133376, -87.629904979)
10436284	HZ173916	2016-03-04	104XX S DR MARTIN LUTHER KING JR DR	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	512	5	9	49	08B	1180760	1835757	2016	03/11/2016 03:51:59 PM	41.704567293	-87.613693677	(41.704567293, -87.613693677)
10436297	HZ173939	2016-03-04	079XX S ST LAWRENCE AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	624	6	6	44	14	1181610	1852544	2016	03/11/2016 03:51:59 PM	41.750613302	-87.61006462	(41.750613302, -87.61006462)
10436300	HZ173974	2016-03-04	057XX N SACRAMENTO AVE	0810	THEFT	OVER $500	STREET	false	false	2011	20	40	2	06	1155326	1937948	2016	03/11/2016 03:51:59 PM	41.985536895	-87.704087979	(41.985536895, -87.704087979)
10436305	HZ173943	2016-03-04	017XX S MICHIGAN AVE	0820	THEFT	$500 AND UNDER	STREET	false	false	131	1	2	33	06	1177496	1891878	2016	03/11/2016 03:51:59 PM	41.858643312	-87.6239505	(41.858643312, -87.6239505)
10436310	HZ173986	2016-03-04	044XX S DREXEL BLVD	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	RESIDENCE	false	false	221	2	4	39	11	1182937	1875812	2016	03/11/2016 03:51:59 PM	41.814432082	-87.60447918	(41.814432082, -87.60447918)
10436325	HZ173903	2016-03-04	073XX N WINCHESTER AVE	0460	BATTERY	SIMPLE	RESIDENCE	true	false	2424	24	49	1	08B	1162043	1948924	2016	03/11/2016 03:51:59 PM	42.015517282	-87.679074821	(42.015517282, -87.679074821)
10436336	HZ173978	2016-03-04	044XX W CORTLAND ST	1345	CRIMINAL DAMAGE	TO CITY OF CHICAGO PROPERTY	ALLEY	true	false	2533	25	31	20	14	1146551	1912261	2016	03/11/2016 03:51:59 PM	41.915222005	-87.737019449	(41.915222005, -87.737019449)
10436339	HZ174052	2016-03-04	020XX N KEYSTONE AVE	0820	THEFT	$500 AND UNDER	APARTMENT	false	false	2525	25	30	20	06	1149053	1913209	2016	03/11/2016 03:51:59 PM	41.917775303	-87.727802694	(41.917775303, -87.727802694)
10436374	HZ173991	2016-03-04	027XX W 36TH PL	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	STREET	true	false	911	9	12	58	18	1158633	1880333	2016	03/11/2016 03:51:59 PM	41.827369335	-87.693505618	(41.827369335, -87.693505618)
10436382	HZ174047	2016-03-04	010XX N HARDING AVE	2826	OTHER OFFENSE	HARASSMENT BY ELECTRONIC MEANS	RESIDENCE	false	false	1112	11	27	23	26	1149865	1906667	2016	03/11/2016 03:51:59 PM	41.899807648	-87.724989817	(41.899807648, -87.724989817)
10436384	HZ174057	2016-03-04	040XX N MARINE DR	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	1915	19	46	3	14	1171399	1926894	2016	03/11/2016 03:51:59 PM	41.954865195	-87.645299318	(41.954865195, -87.645299318)
10436385	HZ173956	2016-03-04	069XX S THROOP ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	STREET	false	true	734	7	17	67	08B	1168857	1858749	2016	03/11/2016 03:51:59 PM	41.76792532	-87.65661865	(41.76792532, -87.65661865)
10436389	HZ174016	2016-03-04	040XX W LAKE ST	0320	ROBBERY	STRONGARM - NO WEAPON	CTA TRAIN	false	false	1114	11	28	26	03	1149512	1901446	2016	03/11/2016 03:51:59 PM	41.885487535	-87.726422045	(41.885487535, -87.726422045)
10436398	HZ174099	2016-03-04	041XX W NELSON ST	0890	THEFT	FROM BUILDING	APARTMENT	false	false	2523	25	31	21	06	1148288	1919959	2016	03/11/2016 03:51:59 PM	41.936312705	-87.730438985	(41.936312705, -87.730438985)
10436400	HZ174070	2016-03-04	003XX S DAMEN AVE	0560	ASSAULT	SIMPLE	RESIDENCE	false	false	1225	12	2	28	08A	1163119	1898512	2016	03/11/2016 03:51:59 PM	41.877161446	-87.676536946	(41.877161446, -87.676536946)
10436411	HZ173946	2016-03-04	060XX N NORTHWEST HWY	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	OTHER	false	false	1611	16	41	10	07	1129960	1939893	2016	03/11/2016 03:51:59 PM	41.991347635	-87.797339194	(41.991347635, -87.797339194)
10436414	HZ173855	2016-03-04	048XX W ARTHINGTON ST	1320	CRIMINAL DAMAGE	TO VEHICLE	RESIDENCE	false	true	1533	15	24	25	14	1144299	1895528	2016	03/11/2016 03:51:59 PM	41.869347393	-87.745714166	(41.869347393, -87.745714166)
10436417	HZ174101	2016-03-04	039XX S DR MARTIN LUTHER KING JR DR	0560	ASSAULT	SIMPLE	RESTAURANT	false	true	214	2	3	38	08A	1179511	1878687	2016	03/11/2016 03:51:59 PM	41.822400365	-87.616958082	(41.822400365, -87.616958082)
10436418	HZ173851	2016-03-04	053XX W HARRISON ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1522	15	29	25	08B	1140868	1896801	2016	03/11/2016 03:51:59 PM	41.872904432	-87.758279138	(41.872904432, -87.758279138)
10436419	HZ173992	2016-03-04	080XX S ESSEX AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	422	4	7	46	08B	1194247	1852254	2016	03/11/2016 03:51:59 PM	41.749516682	-87.56376699	(41.749516682, -87.56376699)
10436420	HZ174024	2016-03-04	050XX W JACKSON BLVD	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	true	1533	15	28	25	14	1142556	1898194	2016	03/11/2016 03:51:59 PM	41.876695801	-87.75204698	(41.876695801, -87.75204698)
10436425	HZ174000	2016-03-04	097XX S PEORIA ST	1365	CRIMINAL TRESPASS	TO RESIDENCE	RESIDENCE	true	false	2223	22	21	73	26	1172032	1840213	2016	03/11/2016 03:51:59 PM	41.716990923	-87.645523894	(41.716990923, -87.645523894)
10436427	HZ174082	2016-03-04	007XX W 115TH ST	2024	NARCOTICS	POSS: HEROIN(WHITE)	STREET	true	false	2233	22	34	49	18	1173233	1828598	2016	03/11/2016 03:51:59 PM	41.685091195	-87.641466916	(41.685091195, -87.641466916)
10436432	HZ174076	2016-03-04	039XX W 103RD ST	1153	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	DRUG STORE	false	false	2211	22	19	74	11	1151669	1836013	2016	03/11/2016 03:51:59 PM	41.705887536	-87.720214826	(41.705887536, -87.720214826)
10436435	HZ174074	2016-03-04	015XX E 67TH ST	0560	ASSAULT	SIMPLE	OTHER	false	false	321	3	5	42	08A	1187809	1860874	2016	03/11/2016 03:51:59 PM	41.773326324	-87.587084052	(41.773326324, -87.587084052)
10436440	HZ173908	2016-03-04	063XX S CHAMPLAIN AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	true	312	3	20	42	14	1181660	1863046	2016	03/11/2016 03:51:59 PM	41.779430704	-87.609557575	(41.779430704, -87.609557575)
10436441	HZ173950	2016-03-04	023XX E 79TH ST	0820	THEFT	$500 AND UNDER	GAS STATION	false	false	414	4	7	43	06	1192985	1853040	2016	03/11/2016 03:51:59 PM	41.751704412	-87.568365778	(41.751704412, -87.568365778)
10436444	HZ174065	2016-03-04	025XX S CALIFORNIA BLVD	0486	BATTERY	DOMESTIC BATTERY SIMPLE	PARKING LOT/GARAGE(NON.RESID.)	false	true	1034	10	12	30	08B	1158259	1887045	2016	03/11/2016 03:51:59 PM	41.845795477	-87.694694686	(41.845795477, -87.694694686)
10436446	HZ174060	2016-03-04	001XX E 69TH ST	0560	ASSAULT	SIMPLE	DAY CARE CENTER	false	false	322	3	6	69	08A	1178471	1859300	2016	03/11/2016 03:51:59 PM	41.769224351	-87.621362407	(41.769224351, -87.621362407)
10436452	HZ174084	2016-03-04	034XX S STATE ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SCHOOL, PUBLIC, GROUNDS	true	false	211	2	3	35	18	1176835	1882220	2016	03/11/2016 03:51:59 PM	41.832156013	-87.626668478	(41.832156013, -87.626668478)
10436455	HZ173927	2016-03-04	020XX S PULASKI RD	0810	THEFT	OVER $500	CTA TRAIN	false	false	1014	10	24	29	06	1150029	1889979	2016	03/11/2016 03:51:59 PM	41.854010712	-87.724822014	(41.854010712, -87.724822014)
10436462	HZ174097	2016-03-04	0000X W GARFIELD BLVD	0560	ASSAULT	SIMPLE	CAR WASH	false	false	225	2	3	40	08A	1176806	1868542	2016	03/11/2016 03:51:59 PM	41.79462302	-87.627187274	(41.79462302, -87.627187274)
10436463	HZ174067	2016-03-04	0000X E CHICAGO AVE	0484	BATTERY	PRO EMP HANDS NO/MIN INJURY	RESTAURANT	true	false	1833	18	42	8	08B	1176365	1905732	2016	03/11/2016 03:51:59 PM	41.896685066	-87.627683859	(41.896685066, -87.627683859)
10436465	HZ173985	2016-03-04	047XX S PRINCETON AVE	0560	ASSAULT	SIMPLE	APARTMENT	false	true	935	9	3	37	08A	1175088	1873506	2016	03/11/2016 03:51:59 PM	41.808283277	-87.633338871	(41.808283277, -87.633338871)
10436467	HZ174081	2016-03-04	001XX W DIVISION ST	0460	BATTERY	SIMPLE	STREET	false	false	1824	18	42	8	08B	1175194	1908349	2016	03/11/2016 03:51:59 PM	41.903892594	-87.631906111	(41.903892594, -87.631906111)
10436469	HZ174078	2016-03-04	051XX S BLACKSTONE AVE	0820	THEFT	$500 AND UNDER	STREET	false	false	234	2	4	41	06	1186787	1871331	2016	03/11/2016 03:51:59 PM	41.802045434	-87.590499221	(41.802045434, -87.590499221)
10436470	HZ173907	2016-03-04	014XX S HOMAN AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1021	10	24	29	08B	1153932	1892927	2016	03/11/2016 03:51:59 PM	41.862023566	-87.710417899	(41.862023566, -87.710417899)
10436472	HZ173955	2016-03-04	022XX S KOLIN AVE	2027	NARCOTICS	POSS: CRACK	RESIDENCE	true	false	1013	10	22	29	18	1148000	1888710	2016	03/11/2016 03:51:59 PM	41.850567629	-87.7323019	(41.850567629, -87.7323019)
10436478	HZ174136	2016-03-04	020XX S ASHLAND AVE	0560	ASSAULT	SIMPLE	WAREHOUSE	false	false	1234	12	25	31	08A	1166034	1890370	2016	03/11/2016 03:51:59 PM	41.854757386	-87.666066301	(41.854757386, -87.666066301)
10436480	HZ174029	2016-03-04	022XX W 51ST ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	true	931	9	16	63	08B	1162241	1870808	2016	03/11/2016 03:51:59 PM	41.801157104	-87.680533815	(41.801157104, -87.680533815)
10436481	HZ174190	2016-03-04	014XX W 63RD ST	1345	CRIMINAL DAMAGE	TO CITY OF CHICAGO PROPERTY	GOVERNMENT BUILDING/PROPERTY	false	false	713	7	16	67	14	1167639	1862965	2016	03/11/2016 03:51:59 PM	41.779520772	-87.660962362	(41.779520772, -87.660962362)
10436482	HZ174147	2016-03-04	070XX S CARPENTER ST	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	false	733	7	17	68	14	1170527	1858227	2016	03/11/2016 03:51:59 PM	41.766456668	-87.65051253	(41.766456668, -87.65051253)
10436487	HZ174102	2016-03-04	071XX S CARPENTER ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	false	true	733	7	17	68	08B	1170550	1857402	2016	03/11/2016 03:51:59 PM	41.764192264	-87.650452234	(41.764192264, -87.650452234)
10436488	HZ174143	2016-03-04	077XX S CONSTANCE AVE	2820	OTHER OFFENSE	TELEPHONE THREAT	RESIDENCE	false	false	414	4	8	43	26	1189881	1853957	2016	03/11/2016 03:51:59 PM	41.75429591	-87.57971086	(41.75429591, -87.57971086)
10436493	HZ173963	2016-03-04	047XX N LAWLER AVE	5001	OTHER OFFENSE	OTHER CRIME INVOLVING PROPERTY	APARTMENT	false	false	1623	16	45	15	26	1141892	1931240	2016	03/11/2016 03:51:59 PM	41.967389815	-87.753664819	(41.967389815, -87.753664819)
10436494	HZ174191	2016-03-04	070XX S KIMBARK AVE	2820	OTHER OFFENSE	TELEPHONE THREAT	RESIDENCE	false	true	321	3	5	69	26	1185900	1858652	2016	03/11/2016 03:51:59 PM	41.7672742	-87.594151905	(41.7672742, -87.594151905)
